Step,iTypeC,fCtr_A,fCtr_B,fCtr_C,fCtr_D,fCtr_E,fCtr_H_On,fCtr_S_On,fCtr_L_On,fCtr_H_Off,fCtr_S_Off,fCtr_L_Off,iTypeS,fStrb_A,fStrb_B,fStrb_C,fStrb_D,fStrb_E,lPattern,fStrb_H_On,fStrb_S_On,fStrb_L_On,fStrb_H_Off,fStrb_S_Off,fStrb_L_Off,lSeqTime,Total time,Tot Sec,Hours,Minutes,Seconds,On,Off,On,Off,f_diff
115,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.00,11.00,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
116,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
117,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
118,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
119,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,18.70,18.70,0.20,0.10,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,10000.00,,,,,,,,,,
120,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,18.70,18.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
121,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.00,11.00,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
122,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.00,11.00,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
123,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.00,11.00,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
124,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
125,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
126,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
127,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.00,11.00,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
128,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.00,11.00,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
129,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
130,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
131,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.70,8.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
132,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,8.90,8.90,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
133,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,9.10,9.10,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
134,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,9.30,9.30,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
135,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,9.50,9.50,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
136,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,9.70,9.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
137,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,9.90,9.90,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
138,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,10.10,10.10,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
139,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,10.30,10.30,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
140,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,10.50,10.50,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
141,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,10.70,10.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
142,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,10.90,10.90,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
143,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.10,11.10,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
144,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.30,11.30,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
145,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.50,11.50,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
146,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.70,11.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
147,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,11.90,11.90,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
148,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,12.10,12.10,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
149,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,12.30,12.30,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
150,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,12.50,12.50,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
151,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,12.70,12.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
152,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,12.90,12.90,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
153,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,13.10,13.10,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
154,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,13.30,13.30,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
155,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,13.50,13.50,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
156,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,13.70,13.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
157,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,13.90,13.90,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
158,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,14.10,14.10,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
159,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,14.30,14.30,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
160,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,14.50,14.50,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
161,2.00,0.17,0.17,0.33,0.20,0.00,0.10,0.80,0.00,0.10,0.80,0.00,2.00,14.70,14.70,0.20,0.20,0.00,0.00,0.10,0.15,0.90,0.10,0.15,0.00,5000.00,,,,,,,,,,
