"Step","iTypeC","fCtr_A","fCtr_B","fCtr_C","fCtr_D","fCtr_E","fCtr_H_On","fCtr_S_On","fCtr_L_On","fCtr_H_Off","fCtr_S_Off","fCtr_L_Off","iTypeS","fStrb_A","fStrb_B","fStrb_C","fStrb_D","fStrb_E","lPattern","fStrb_H_On","fStrb_S_On","fStrb_L_On","fStrb_H_Off","fStrb_S_Off","fStrb_L_Off","lSeqTime","Total time","Tot Sec","Hours","Minutes","Seconds","On","Off","On","Off","f_diff"
115,2.00,17.15,17.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.35,17.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
116,2.00,17.20,17.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.40,17.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
117,2.00,17.25,17.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.45,17.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
118,2.00,17.30,17.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.50,17.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
119,2.00,17.35,17.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.55,17.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
120,2.00,17.40,17.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.60,17.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
121,2.00,17.45,17.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.65,17.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
122,2.00,17.50,17.50,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.70,17.70,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
123,2.00,17.55,17.55,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.75,17.75,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
124,2.00,17.60,17.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.80,17.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
125,2.00,17.65,17.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.85,17.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
126,2.00,17.70,17.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.90,17.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
127,2.00,17.75,17.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,17.95,17.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
128,2.00,17.80,17.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.00,18.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
129,2.00,17.85,17.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.05,18.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
130,2.00,17.90,17.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.10,18.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
131,2.00,17.95,17.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.15,18.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
132,2.00,18.00,18.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.20,18.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
133,2.00,18.05,18.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.25,18.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
134,2.00,18.10,18.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.30,18.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
135,2.00,18.15,18.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.35,18.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
136,2.00,18.20,18.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.40,18.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
137,2.00,18.25,18.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.45,18.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
138,2.00,18.30,18.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.50,18.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
139,2.00,18.35,18.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.55,18.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
140,2.00,18.40,18.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.60,18.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
141,2.00,18.45,18.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.65,18.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
142,2.00,18.50,18.50,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.70,18.70,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
143,2.00,18.55,18.55,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.75,18.75,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
144,2.00,18.60,18.60,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.80,18.80,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
145,2.00,18.65,18.65,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.85,18.85,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
146,2.00,18.70,18.70,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.90,18.90,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
147,2.00,18.75,18.75,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,18.95,18.95,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
148,2.00,18.80,18.80,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.00,19.00,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
149,2.00,18.85,18.85,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.05,19.05,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
150,2.00,18.90,18.90,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.10,19.10,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
151,2.00,18.95,18.95,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.15,19.15,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
152,2.00,19.00,19.00,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.20,19.20,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
153,2.00,19.05,19.05,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.25,19.25,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
154,2.00,19.10,19.10,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.30,19.30,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
155,2.00,19.15,19.15,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.35,19.35,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
156,2.00,19.20,19.20,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.40,19.40,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
157,2.00,19.25,19.25,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.45,19.45,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
158,2.00,19.30,19.30,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.50,19.50,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
159,2.00,19.35,19.35,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.55,19.55,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
160,2.00,19.40,19.40,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.60,19.60,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
161,2.00,19.45,19.45,0.10,1.20,0.00,0.10,0.80,0.15,0.10,1.00,0.02,2.00,19.65,19.65,0.10,0.10,0.00,0.00,0.10,0.15,0.15,0.10,0.15,0.00,5000.00,,,,,,,,,,
